Course,Unique,"When I work in a group, I do higher quality work.","When I work in a group, I end up doing most of the work.",The work takes more time to complete when I work with other students.,My group members help explain things that I do not understand.,"When I work in a group, I am able to share my ideas.",My group members make me feel that I am not as smart as they are.,The material is easier to understand when I work with other students.,The workload is usually less when I work with other students.,My group members respect my opinions.,I feel I am part of what is going on in the group.,I prefer when one student regularly takes on a leadership role.,I prefer when the leadership role rotates between students.,I do not think a group grade is fair.,I try to make sure my group members learn the material.,I learn to work with students who are different from me.,My group members do not care about my feelings.,I let the other students do most of the work.,I feel working in groups is a waste of time.,I have to work with students who are not as smart as I am.,When I work with other students the work is divided equally.,We cannot complete the assignment unless everyone contributes.,I prefer to take on tasks that I’m already good at.,I prefer to take on tasks that will help me better learn the material.,I also learn when I teach the material to my group members.,I become frustrated when my group members do not understand the material.,Everyone’s ideas are needed if we are going to be successful.,"When I work with other students, we spend too much time talking about other things.",My group did higher quality work when my group members worked on tasks together.,My group did higher quality work when group members worked on different tasks at the same time.,"You have a certain amount of physics intelligence, and you can’t really do much to change it.",Your physics intelligence is something about you that you can change.,"You can learn new things, but you can’t really change your basic physics intelligence.",Gender,Gender - Text,Raceethnicity,Raceethnicity - Text,Native,Asian,Asian - Text,Black,Black - Text,Latino,Latino - Text,MiddleEast,MiddleEast - Text,Pacific,Pacific - Text,White,White - Text,Education,Education - Text,Intervention Number,Intervention
PHY105M,56910,0.0,0.5,0.5,0.5,0.5,-1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,-1.0,0.5,-1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,-1.0,0.5,0.0,0.2,0.6,0.2,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,,1.0,Partner Agreements
PHY105M,56845,1.0,0.5,-1.0,1.0,0.5,-1.0,1.0,0.5,1.0,0.5,0.5,0.5,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,-0.2,Female,,White,,,,,,,,,,,,,English,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56845,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,-1.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.6,1.0,0.6,Female,,White,,,,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56845,0.5,1.0,0.5,0.5,0.5,-1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,-1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.2,-0.6,0.2,Female,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,"Irish,Polish",,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56845,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.6,-1.0,0.2,Female,,White,,,,,,,,,,,,,German,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56845,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,-1.0,0.0,0.0,0.5,0.5,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.6,0.6,0.6,Male,,Prefer not to disclose,,,,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56845,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,Female,,Black or African American,,,,,African American,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56845,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,-1.0,0.5,1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-0.2,1.0,0.2,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,2.0,Collaborative Comparison
PHY105M,56845,0.0,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.0,1.0,-1.0,0.5,0.5,0.5,-1.0,-1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.6,1.0,Female,,White,,,,,,,,,,,,,"German,English",,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56845,0.0,1.0,1.0,0.0,0.5,-1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,-1.0,-1.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.6,0.6,0.6,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Dutch,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56845,1.0,0.5,-1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,-1.0,-1.0,-1.0,0.5,0.5,1.0,1.0,1.0,-1.0,1.0,-1.0,0.5,1.0,-0.6,0.2,-0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,Cuban,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56845,1.0,0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.5,0.5,0.5,0.5,0.5,-1.0,1.0,-1.0,1.0,1.0,0.6,-0.6,0.6,Female,,White,,,,,,,,,,,,,English,,Some college but no degree,,2.0,Collaborative Comparison
PHY105M,56845,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.6,0.6,0.6,Female,,White,,,,,,,,,,,,,German,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56845,0.0,0.5,0.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,-1.0,0.2,-1.0,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Associate's or technical degree,,2.0,Collaborative Comparison
PHY105M,56845,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,-1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.6,1.0,0.6,Male,,Asian,,,Vietnamese,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56845,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.0,0.5,0.0,0.2,-0.6,0.2,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Associate's or technical degree,,2.0,Collaborative Comparison
PHY105M,56845,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,-1.0,-1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.6,0.6,0.6,Female,,White,,,,,,,,,,,,,English,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.2,Female,,White,,,,,,,,,,,,,English,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56970,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56970,0.5,0.5,0.5,1.0,0.5,-1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.5,-1.0,0.5,-1.0,0.5,0.5,0.0,0.5,0.5,0.5,-1.0,1.0,0.5,0.5,0.0,0.6,1.0,1.0,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Associate's or technical degree,,2.0,Collaborative Comparison
PHY105M,56970,-1.0,0.5,1.0,0.5,1.0,-1.0,-1.0,-1.0,0.5,1.0,0.5,-1.0,1.0,-1.0,-1.0,-1.0,0.5,0.5,1.0,-1.0,-1.0,0.5,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.5,1.0,1.0,1.0,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56970,0.5,0.5,0.5,0.5,1.0,-1.0,1.0,1.0,0.5,1.0,0.0,1.0,-1.0,0.5,0.5,-1.0,-1.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.6,0.6,0.6,Female,,White,,,,,,,,,,,,,Italian,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56970,0.5,0.5,0.5,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5,-1.0,-1.0,-1.0,0.0,0.5,0.5,0.5,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.6,0.6,0.2,Female,,White,,,,,,,,,,,,,"Irish,English",,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56970,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.5,-1.0,-1.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.2,0.6,0.6,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Taiwanese,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56970,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,-1.0,-1.0,0.5,0.5,0.5,1.0,0.0,1.0,-1.0,0.5,0.0,0.5,0.5,0.6,0.6,0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,I'm not sure,,2.0,Collaborative Comparison
PHY105M,56970,0.5,0.5,0.0,1.0,0.5,-1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,-1.0,-1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.6,1.0,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,,2.0,Collaborative Comparison
PHY105M,56970,0.0,-1.0,-1.0,0.5,1.0,-1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,-1.0,-1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,-1.0,0.5,0.5,0.6,0.6,0.6,Female,,White,,,,,,,,,,,,,German,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56970,0.0,1.0,0.5,0.5,0.5,-1.0,0.5,-1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.0,-1.0,-1.0,-1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,1.0,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56970,0.0,1.0,1.0,0.0,0.5,0.5,-1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.5,-1.0,0.5,0.0,-1.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,-1.0,0.5,0.6,0.6,0.6,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,2.0,Collaborative Comparison
PHY105M,56970,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,-0.2,0.2,-0.2,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Norwegian,Some college but no degree,,2.0,Collaborative Comparison
PHY105M,56970,0.5,0.5,0.5,0.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,-1.0,-1.0,0.5,-1.0,0.5,0.0,0.5,0.0,0.0,-1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,2.0,Collaborative Comparison
PHY105N,56970,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.6,-0.6,0.6,Female,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56970,0.5,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.5,-0.2,0.2,-0.2,Female,,Black or African American,,,,,"Some other Black or African American race or ethnicity
Print, for example, Ghanaian, South African, Barbadian, etc.",Kenyan,,,,,,,,,High school,,2.0,Collaborative Comparison
PHY105M,56950,0.0,1.0,0.5,1.0,1.0,-1.0,0.5,-1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,-1.0,0.5,0.5,-1.0,0.5,0.5,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.6,1.0,Male,,White,,,,,,,,,,,,,Italian,,Master’s degree or above,,0.0,Control
PHY105M,56950,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,-1.0,0.5,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.6,0.2,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,,0.0,Control
PHY105M,56950,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,-1.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.6,0.6,0.6,Female,,"American Indian or Alaska Native,Asian,White",,Cherokee,Japanese,,,,,,,,,,"Irish,English",,Master’s degree or above,,0.0,Control
PHY105M,56950,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.5,0.0,-1.0,0.5,-1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0,-1.0,0.5,0.5,1.0,0.6,1.0,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Master’s degree or above,,0.0,Control
PHY105M,56950,0.5,0.0,0.0,1.0,0.5,-1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.0,-1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.2,Male,,White,,,,,,,,,,,,,Irish,,Some college but no degree,,0.0,Control
PHY105M,56950,0.0,-1.0,0.5,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,0.5,-1.0,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,-1.0,0.0,0.5,1.0,1.0,1.0,Female,,Black or African American,,,,,Nigerian,,,,,,,,,,Bachelor’s degree,,0.0,Control
PHY105M,56950,0.5,0.5,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.6,0.6,0.6,Female,,White,,,,,,,,,,,,,"English,Italian",,Master’s degree or above,,0.0,Control
PHY105M,56950,0.0,1.0,0.0,0.5,1.0,-1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,-1.0,-1.0,-1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,Male,,White,,,,,,,,,,,,,English,,Bachelor’s degree,,0.0,Control
PHY105M,56950,0.5,-1.0,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,-1.0,-1.0,-1.0,0.5,0.5,0.5,1.0,1.0,1.0,-1.0,1.0,0.5,0.5,0.5,0.6,1.0,1.0,Female,,White,,,,,,,,,,,,,Italian,,Master’s degree or above,,0.0,Control
PHY105M,56950,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.5,-1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.6,1.0,Male,,White,,,,,,,,,,,,,"Irish,English,Polish",,Master’s degree or above,,0.0,Control
PHY105M,56950,0.5,1.0,0.5,0.5,1.0,-1.0,0.5,0.0,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.5,-1.0,0.0,0.0,0.0,-1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.6,0.6,0.2,Non-binary,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",,Master’s degree or above,,0.0,Control
PHY105M,56950,0.5,0.5,0.5,1.0,0.5,-1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.0,-1.0,1.0,0.5,1.0,1.0,-0.2,0.2,-0.2,Female,,"Hispanic, Latino, or Spanish",,,,,,,"Puerto Rican,Cuban",,,,,,,,Associate's or technical degree,,0.0,Control
PHY105M,56950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.6,0.6,0.2,Female,,Asian,,,Korean,,,,,,,,,,,,Bachelor’s degree,,0.0,Control
PHY105M,56950,0.0,0.0,0.0,1.0,0.5,-1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,-1.0,0.0,-1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.6,0.6,Male,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105M,56950,0.5,0.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,-1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,-0.6,0.6,-0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Chilean,,,,,,,Associate's or technical degree,,0.0,Control
PHY105M,56950,0.0,1.0,0.5,0.5,1.0,-1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,-1.0,0.5,-1.0,0.5,0.0,1.0,0.5,1.0,1.0,-1.0,1.0,0.0,0.5,0.0,1.0,1.0,-0.2,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,,0.0,Control
PHY105M,56950,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,-1.0,0.5,-1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,1.0,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,0.0,Control
PHY105N,57215,0.5,1.0,0.5,0.5,0.5,-1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,-1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,-0.2,0.2,-0.2,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Master’s degree or above,,0.0,Control
PHY105N,57215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.2,Prefer not to disclose,,Prefer not to disclose,,,,,,,,,,,,,,,Prefer not to answer,,0.0,Control
PHY105N,57215,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,-1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105N,57215,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,-1.0,0.5,0.0,-1.0,-1.0,0.0,0.0,0.5,-1.0,0.5,0.5,0.5,0.5,-0.2,-0.2,-0.2,Male,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105N,57215,0.5,1.0,0.0,0.5,1.0,-1.0,0.5,-1.0,0.5,1.0,0.5,0.5,0.5,-1.0,0.5,0.5,-1.0,1.0,1.0,-1.0,0.5,0.5,1.0,0.5,1.0,0.5,-1.0,0.5,0.5,0.6,1.0,1.0,Male,,Prefer not to disclose,,,,,,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105N,57215,0.5,0.0,0.5,0.5,0.0,-1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.5,-1.0,0.5,1.0,1.0,0.5,0.5,-1.0,0.5,0.0,1.0,1.0,0.6,Male,,"Asian,Hispanic, Latino, or Spanish",,,Asian Indian,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,,0.0,Control
PHY105N,57215,0.5,0.0,0.5,0.5,1.0,-1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,-1.0,0.0,0.5,0.0,0.5,-1.0,0.5,0.5,1.0,-1.0,1.0,0.5,1.0,0.5,1.0,0.6,1.0,Male,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Russian,Master’s degree or above,,0.0,Control
PHY105N,57215,0.5,0.5,0.5,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,-1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.6,0.6,0.6,Female,,White,,,,,,,,,,,,,"Irish,English,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Swedish,Master’s degree or above,,0.0,Control
PHY105M,56815,1.0,1.0,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.5,1.0,1.0,1.0,Female,,White,,,,,,,,,,,,,"German,English",,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56815,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.2,0.6,Female,,White,,,,,,,,,,,,,English,,Associate's or technical degree,,2.0,Collaborative Comparison
PHY105M,56815,1.0,0.5,0.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,1.0,0.5,-1.0,-1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6,0.6,0.6,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56815,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,-1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.5,0.0,0.5,0.5,-1.0,1.0,0.6,0.2,0.2,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56815,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,-0.2,-0.2,-0.6,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56815,1.0,-1.0,-1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,-1.0,0.5,-1.0,0.0,0.5,0.5,0.5,0.0,1.0,-1.0,1.0,0.5,0.5,0.5,0.2,0.2,-0.2,Female,,Black or African American,,,,,Ethiopian,,,,,,,,,,Some college but no degree,,2.0,Collaborative Comparison
PHY105M,56815,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.6,-0.6,0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56815,0.0,-1.0,0.5,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,-1.0,-1.0,0.5,-1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,1.0,1.0,1.0,Female,,Asian,,,Korean,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
