StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.2,Q2.3,Q2.4,Q2.6,Q2.7,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.2,Q7.3,Q7.4,Q7.5,Q7.6,Q7.7,Q8.2,Q8.3,Q8.4,Q9.2,Q9.2_4_TEXT,Q9.3,Q9.3_7_TEXT,Q9.3a,Q9.3b,Q9.3b_10_TEXT,Q9.3c,Q9.3c_10_TEXT,Q9.3d,Q9.3d_10_TEXT,Q9.3e,Q9.3e_10_TEXT,Q9.3f,Q9.3f_10_TEXT,Q9.3g,Q9.3g_10_TEXT,Q9.4,Q9.4_4_TEXT
11/30/2022 13:26,11/30/2022 13:26,IP Address,2,5,FALSE,12/7/2022 13:26,R_2R93EsmnNtzuABI,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2022 13:31,12/7/2022 13:36,IP Address,100,282,TRUE,12/7/2022 13:36,R_1E54QTVF55DRKRN,anonymous,EN,PHY105N,57120,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,Strongly disagree,,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Disagree,Agree,Strongly disagree,Female,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,"German,Irish,English",,Master’s degree or above,
12/7/2022 13:50,12/7/2022 14:04,IP Address,100,812,TRUE,12/7/2022 14:04,R_3n2BOI3zF4XX1a6,anonymous,EN,PHY105N,57125,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,,Strongly disagree,Strongly agree,,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,
12/7/2022 14:13,12/7/2022 14:20,IP Address,100,423,TRUE,12/7/2022 14:20,R_2EGJIFwsUQZlBEu,anonymous,EN,PHY105N,57150,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,,Strongly agree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Disagree,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Bachelor’s degree,
12/7/2022 14:27,12/7/2022 14:31,IP Address,100,257,TRUE,12/7/2022 14:31,R_337MIUphz9TVNjl,anonymous,EN,PHY105M,57210,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,,Strongly agree,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Female,,Prefer not to disclose,,,,,,,,,,,,,,,Master’s degree or above,
12/7/2022 14:09,12/7/2022 14:38,IP Address,100,1721,TRUE,12/7/2022 14:38,R_3p5VjrMSorivCy2,anonymous,EN,PHY105M,56985,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Associate's or technical degree,
12/7/2022 14:44,12/7/2022 14:47,IP Address,100,218,TRUE,12/7/2022 14:47,R_1rpnVCGi4p4laJx,anonymous,EN,PHY105N,57170,Strongly agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Disagree,Agree,Somewhat agree,Male,,White,,,,,,,,,,,,,Polish,,Associate's or technical degree,
12/7/2022 14:44,12/7/2022 14:48,IP Address,100,219,TRUE,12/7/2022 14:48,R_2oxMH0S73txbtrH,anonymous,EN,PHY105M,56955,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Colombian,,,,,,,,Master’s degree or above,
12/7/2022 14:56,12/7/2022 14:59,IP Address,100,138,TRUE,12/7/2022 14:59,R_3FKDedZVwmIUe4y,anonymous,EN,PHY105N,57180,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,,Somewhat disagree,Somewhat agree,,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
12/7/2022 14:57,12/7/2022 14:59,IP Address,100,119,TRUE,12/7/2022 14:59,R_1Nk3OcZuu9qQSLd,anonymous,EN,PHY105M,57019,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Male,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",,Master’s degree or above,
12/7/2022 15:00,12/7/2022 15:06,IP Address,100,359,TRUE,12/7/2022 15:06,R_2SwMONX7kqKBddQ,anonymous,EN,PHY105N,57100,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Strongly agree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Male,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,
12/7/2022 15:15,12/7/2022 15:19,IP Address,100,270,TRUE,12/7/2022 15:19,R_1g6o6dD1IbzPumH,anonymous,EN,PHY105N,57210,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Somewhat disagree,,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Master’s degree or above,
12/7/2022 15:22,12/7/2022 15:29,IP Address,100,365,TRUE,12/7/2022 15:29,R_DqaGX2oTeKOn9Ml,anonymous,EN,PHY105N,57230,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,,Strongly disagree,Strongly agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Male,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,
12/7/2022 15:25,12/7/2022 15:33,IP Address,100,465,TRUE,12/7/2022 15:33,R_10HMFgS7nDvTRPi,anonymous,EN,PHY105M,57023,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Female,,White,,,,,,,,,,,,,Italian,,Bachelor’s degree,
12/7/2022 15:43,12/7/2022 15:47,IP Address,100,208,TRUE,12/7/2022 15:47,R_8A0j2icsg2El0Vr,anonymous,EN,PHY105M,56960,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Neither agree nor disagree,,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Venezuelan,,,,,,,Bachelor’s degree,
12/7/2022 15:46,12/7/2022 15:50,IP Address,100,224,TRUE,12/7/2022 15:50,R_3fvBq3aBYuwrvgN,anonymous,EN,PHY105N,57230,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Male,,White,,,,,,,,,,,,,English,,Bachelor’s degree,
12/7/2022 15:51,12/7/2022 15:56,IP Address,100,297,TRUE,12/7/2022 15:56,R_2uQUsLg4WhnaEIx,anonymous,EN,PHY105N,57080,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Peruvian,,,,,,,Master’s degree or above,
12/7/2022 16:01,12/7/2022 16:04,IP Address,100,193,TRUE,12/7/2022 16:04,R_12gQ2aYYUpgS0Xs,anonymous,EN,PHY105N,57135,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat disagree,Male,,White,,,,,,,,,,,,,"German,English,French",,Bachelor’s degree,
12/7/2022 16:21,12/7/2022 16:25,IP Address,100,225,TRUE,12/7/2022 16:25,R_BrYuYCnx5kSdEzL,anonymous,EN,PHY105N,57200,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,Somewhat agree,Somewhat agree,,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Disagree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,
12/7/2022 16:25,12/7/2022 16:27,IP Address,100,150,TRUE,12/7/2022 16:27,R_3KYM9wUu7DrsiyE,anonymous,EN,PHY105M,56820,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,,Strongly agree,Strongly disagree,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Prefer not to disclose,,Prefer not to disclose,,,,,,,,,,,,,,,Prefer not to answer,
12/7/2022 16:22,12/7/2022 16:27,IP Address,100,304,TRUE,12/7/2022 16:27,R_3lrkzgDrDWCPQod,anonymous,EN,PHY105M,56885,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,,Strongly agree,Neither agree nor disagree,,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Disagree,Agree,Somewhat agree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,
12/7/2022 16:25,12/7/2022 16:29,IP Address,100,251,TRUE,12/7/2022 16:29,R_3dMJ9XcsWmEikTa,anonymous,EN,PHY105M,56875,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,
12/7/2022 16:29,12/7/2022 16:31,IP Address,100,163,TRUE,12/7/2022 16:31,R_2DSHKstwL70ExRg,anonymous,EN,PHY105N,56840,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,Somewhat disagree,Strongly agree,Strongly agree,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly disagree,,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,
12/7/2022 16:33,12/7/2022 16:36,IP Address,100,200,TRUE,12/7/2022 16:36,R_C3u4SZqwE4OwsPn,anonymous,EN,PHY105M,56855,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,
12/7/2022 16:36,12/7/2022 16:39,IP Address,100,188,TRUE,12/7/2022 16:39,R_23VjA1BHLqGjLV4,anonymous,EN,PHY105M,57028,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,,Somewhat disagree,Somewhat agree,Somewhat agree,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Female,,Asian,,,"Chinese,Vietnamese",,,,,,,,,,,,Bachelor’s degree,
